Nombre;Dirección;Municipio;Código Postal;Teléfono
SERRA BUSQUET, HELENA                                ;CARRER   FELIPE DE PAZ (Local 1)  8;BARCELONA                 ;08028          ;933398668      
BARNADAS RULL, CLARA                                 ;CARRER   LA FLORIDA               53;HOSPITALET DE LLOBREGAT L';08905          ;934492738      
PICAS RIERA, JORDI                                   ;CARRETERADOCTOR PI I MOLIST (TDA-11;BARCELONA                 ;08031          ;933524556      
EDMUND JOYCE, GRAHAM                                 ;CARRER   MELCIOR DE PALAU         153 BIS;BARCELONA                 ;08014          ;932396083      
CARTA�A GAMEZ, M. CARME                              ;PASSEIG  MARAGALL                 106;BARCELONA                 ;08027          ;933518414      
SORNI HUBRECHT, MARIA DOLORES                        ;CARRER   MANDRI                   6;BARCELONA                 ;08022          ;934171028      
GOMEZ MARTINEZ, JESUS CARLOS                         ;AVINGUDA VERGE DE MONTSERRAT      143;BARCELONA                 ;08026          ;934555139      
BLANC MELIA, BEATRIZ/BLANC MELIA, JAVIER             ;CARRER   CONCEPCIO ARENAL         124;BARCELONA                 ;08027          ;933528655      
ANFRUNS ESPU�A, TERESA                               ;CARRER   PORXOS                   22;LA POBLA DE LILLET        ;08696          ;938236110      
GONZALEZ SIGNES/NAVARO MARCO                         ;AVINGUDA DIAGONAL                 197;BARCELONA                 ;08028          ;               
TRILLA GARCIA, JUAN JOSE                             ;CARRER   GUADIANA                 39;BARCELONA                 ;08014          ;934214727      
RIAZA SOLER/GISPERT SERRATS                          ;CARRER   COMANDANT BENITEZ        30;BARCELONA                 ;08028          ;934214727      
BOSCH SAIS, ROSER                                    ;CARRER   COTONAT                  38;HOSPITALET DE LLOBREGAT L';08904          ;932491261      
ABAD PALACIN, MIRIAM                                 ;RAMBLA   MESTRES I TORRENTS       23;LA ROCA DEL VALLES        ;08430          ;938420742      
SURRIBAS LLANSO,M.DOLORS/CASERAS SURRIBAS,ANNA       ;CARRER   CAPITA ARENES            62;BARCELONA                 ;08034          ;932033794      
FERRER DE GOMIS, M.TERESA                            ;CARRER   GRAN VIA CORTS CATALANES 216;BARCELONA                 ;08004          ;933121071      
XURIGUERA HERNANDEZ,XAVIER                           ;CARRER   CONSELL DE CENT          575;BARCELONA                 ;08013          ;932315260      
GARRABE CANET, M.TERESA                              ;CARRER   DANTE ALIGHIERI          118;BARCELONA                 ;08032          ;932293710      
FARRE/ROMA                                           ;CARRER   FORMENTERA               44;BARCELONA                 ;08016          ;933540183      
OROBITG BLANCH, ANNA                                 ;CARRER   MASFERRER (TDA-1)        16;BARCELONA                 ;08028          ;933307817      
CAMPO G�ERRI, M. LOURDES                             ;CARRER   TAQUIGRAF SERRA          3;BARCELONA                 ;08029          ;934393853      
ROYO BARGUES, TERESA                                 ;CARRER   TUSET                    34;BARCELONA                 ;08006          ;932094541      
GIRO PEYRA, MARIA J./FORNS GIRO, FERNANDO            ;CARRER   MARE DE DEU DEL PORT     234;BARCELONA                 ;08038          ;933322194      
CASTELLVI ALTIMIRA, JOSEP                            ;CARRER   CARDENAL SENTMENAT       35;BARCELONA                 ;08017          ;932031037      
ANDRADES FRANCIA,A/ANDRADES FRANCIA,J.L.             ;CARRER   GENERAL PRIM             37;HOSPITALET DE LLOBREGAT L';08902          ;933314046      
PONS CASALS, PATRICIA                                ;CARRER   SANT FELIU               1;SANT PERE DE TORELLO      ;08572          ;938584035      
TOUS TREPAT, SALVADOR/TOUS TREPAT, XAVIER            ;CARRER   JORDI GIRONA             2;BARCELONA                 ;08034          ;932038493      
FANDO REYNES, NEUS                                   ;CARRER   JOAN MIRO                24;BARCELONA                 ;08019          ;933071987      
SAZ CARAZO, RAQUEL I MERCEDES                        ;CARRER   VILADROSA                51-59;BARCELONA                 ;08031          ;933546305      
ENCISO IGLESIAS, ISABEL                              ;CARRER   SEGLE XX                 61;BARCELONA                 ;08032          ;934553082      
LAVILLA BIARGE, RODOLF (HEREUS(                      ;CARRER   ARGULLOS (PONT DRAC)     49;BARCELONA                 ;08016          ;933540304      
FERNANDEZ OROMI, JORDI                               ;AVINGUDA FELIP II                 186;BARCELONA                 ;08027          ;933528102      
ARANDA GUERRA, EVA                                   ;CARRER   ESCOCIA                  64-66;BARCELONA                 ;08016          ;933528503      
FONTANA MENDEZ, PILAR                                ;CARRER   MARE DE DEU DEL PILAR    8;HOSPITALET DE LLOBREGAT L';08906          ;932491278      
ESTIVILL SENTIS, ANNA                                ;AVINGUDA SANT RAMON NONAT         23;BARCELONA                 ;08028          ;932490311      
GOTZENS BUSQUETS, JAUME                              ;AVINGUDA MARTI PUJOL (LOCAL 3)    230-246;BADALONA                  ;08911          ;933844754      
FOLCH FLORES, DAVID                                  ;CARRER   FATIMA                   10;BARCELONA                 ;08032          ;932292630      
MARQUETA ARI�O,MARIA CONCEPCIO/GARCIA MARQUETA,ESTER ;CARRER   SELVA DEL MAR            34;BARCELONA                 ;08019          ;933071208      
ORRIOS OLMO, FATIMA MARIA                            ;CARRER   FRANCESC LAYRET          205;BADALONA                  ;08911          ;933892113      
CASELLAS ALBERCH, PERE                               ;CARRER   ANDREU VIDAL             2;SANT ADRIA DE BESOS       ;08930          ;933811143      
ALCALDE ORELLANA, MARIA GRACIA                       ;PASSEIG  MARAGALL                 75;BARCELONA                 ;08041          ;934369201      
SOLORES GIRON, MARIA BELEN                           ;CARRER   LES ORIOLES              6;CORNELLA DE LLOBREGAT     ;08940          ;933760194      
BLANCO HERNANDEZ, MARTA                              ;CARRER   BERTRAN                  39;BARCELONA                 ;08023          ;934172596      
COLLADO ANDANUCHE, MONTSERRAT                        ;CARRER   JOAN GUELL               174;BARCELONA                 ;08028          ;934904575      
OLLER DOLCET, HELENA                                 ;PLA�A    LLORCA (LOCAL 1)         5;BARCELONA                 ;08038          ;933320334      
TRIAS JUNCOSA, ISABEL                                ;CARRER   ROSELLO                  33 BIS;HOSPITALET DE LLOBREGAT L';08903          ;932497433      
LEON BERROCAL, RONALD ELISVAN                        ;AVINGUDA DE SARRIA A VALLVIDRERA  82;BARCELONA                 ;08017          ;932031179      
MORTE GALVE, MERCEDES                                ;CARRETERAMONTCADA                 144-146;TERRASSA                  ;08223          ;937838340      
SABRIA PAU, ANA M.                                   ;CARRER   AMPLE                    25;TERRASSA                  ;08225          ;937353347      
NAUDIN FERRER, ANGELS                                ;CARRER   PROVEN�A                 536;BARCELONA                 ;08025          ;932361397      
MARTINEZ GARCIA, M. LLUISA                           ;CARRER   LA GLEVA                 9;BARCELONA                 ;08006          ;932097712      
LLINARES RECHE, TERESA/SANZ LOPEZ, M. CARME          ;CARRER   BISMARK                  2;BARCELONA                 ;08024          ;932842324      
CHACON PERELETEGUI, JOSEP LLUIS                      ;CARRER   INDUSTRIA                128;BARCELONA                 ;08025          ;933473316      
BAQUES ROVIRALTA, JOSEP                              ;AVINGUDA ONZE DE SETEMBRE         61;SABADELL                  ;08208          ;937252330      
DONADA BARS, BERNAT                                  ;CARRER   CALABRIA                 242-244;BARCELONA                 ;08029          ;932301392      
ALVAREZ CANDAU, ANNA MARIA                           ;CARRER   CASANOVA                 93;BARCELONA                 ;08011          ;934537930      
GARRELL CAPDEVILA, JOAN                              ;CARRER   BORRAS                   8;SABADELL                  ;08202          ;               
GUERRERO ANARTE, GLORIA                              ;CARRER   SANT ANTONI              21;TERRASSA                  ;08221          ;937839927      
GINE MASSA, M.PILAR                                  ;AVINGUDA SARRIA                   125;BARCELONA                 ;08017          ;932048263      
GATELL TORTAJADA, MONTSERRAT                         ;CARRER   GUIFRE                   329;BADALONA                  ;08912          ;933870163      
MERCE SORA, ANABEL                                   ;CARRER   SANT CUGAT               95;SABADELL                  ;08201          ;937254325      
BARADAD SOLANA, JOSEP LLUIS                          ;PLA�A    DE LA CREU DE BARBERA    8;SABADELL                  ;08204          ;937102846      
RODRIGUEZ GARCIA, ISABEL                             ;CARRER   OLESA                    26;BARCELONA                 ;08027          ;933497586      
NAVARRO SU�ER, M.GISELA                              ;AVINGUDA ISABEL LA CATOLICA       73;HOSPITALET DE LLOBREGAT L';08906          ;932495099      
SANCHO SOTO,FECUND/MA JOSEP                          ;AVINGUDA TORRENT GORNAL           58;HOSPITALET DE LLOBREGAT L';08904          ;932492601      
MESTRE ROVIRA, ESTHER                                ;CARRER   DOCTOR PI I MOLIST       66;BARCELONA                 ;08016          ;933528002      
GRANERO SAN MARTIN, ESTHER VANESA                    ;CARRER   MARINA                   121;BARCELONA                 ;08013          ;932451645      
SALLA PALLAS, JOAN                                   ;CARRER   SALVADOR SEGUI           4;BADALONA                  ;08914          ;933873916      
